x,y,z
-0.329922,3.42359,98.4932
-0.321838,3.42948,98.4895
-0.313725,3.43532,98.4859
-0.305582,3.44113,98.4822
-0.297411,3.44689,98.4786
-0.28921,3.45261,98.475
-0.280982,3.4583,98.4713
-0.272725,3.46394,98.4677
-0.26444,3.46954,98.464
-0.256127,3.4751,98.4604
-0.247787,3.48061,98.4568
-0.239418,3.48609,98.4531
-0.231023,3.49152,98.4495
-0.222601,3.49691,98.4458
-0.214152,3.50226,98.4422
-0.205675,3.50757,98.4386
-0.197173,3.51283,98.4349
-0.188645,3.51805,98.4313
-0.18009,3.52323,98.4277
-0.17151,3.52837,98.424
-0.162904,3.53346,98.4204
-0.154272,3.53851,98.4167
-0.145616,3.54352,98.4131
-0.136935,3.54848,98.4094
-0.128229,3.5534,98.4058
-0.119498,3.55828,98.4022
-0.110743,3.56311,98.3985
-0.101965,3.5679,98.3949
-0.0931618,3.57264,98.3913
-0.0843357,3.57734,98.3876
-0.0754858,3.582,98.384
-0.0666131,3.58661,98.3803
-0.0577171,3.59118,98.3767
-0.0487988,3.5957,98.3731
-0.0398576,3.60018,98.3694
-0.0308945,3.60461,98.3658
-0.0219089,3.609,98.3621
-0.0129019,3.61335,98.3585
-0.00387287,3.61765,98.3549
0.00517708,3.6219,98.3512
0.0142487,3.62611,98.3476
0.0233408,3.63027,98.3439
0.032454,3.63439,98.3403
0.0415872,3.63846,98.3367
0.0507411,3.64249,98.333
0.0599146,3.64647,98.3294
0.0691083,3.6504,98.3257
0.0783216,3.65429,98.3221
0.0875537,3.65813,98.3185
0.0968054,3.66193,98.3148
0.106076,3.66568,98.3112
0.115365,3.66938,98.3075
0.124672,3.67304,98.3039
0.133998,3.67665,98.3003
0.143341,3.68021,98.2966
0.152702,3.68373,98.293
0.162081,3.6872,98.2893
0.171477,3.69062,98.2857
0.180889,3.694,98.2821
0.190319,3.69733,98.2784
0.199765,3.70061,98.2748
0.209228,3.70384,98.2711
0.218706,3.70703,98.2675
0.228201,3.71017,98.2639
0.23771,3.71326,98.2602
0.247236,3.71631,98.2566
0.256776,3.7193,98.2529
0.266331,3.72225,98.2493
0.275901,3.72515,98.2457
0.285486,3.72801,98.242
0.295084,3.73081,98.2384
0.304696,3.73357,98.2347
0.314322,3.73628,98.2311
0.323962,3.73894,98.2275
0.333614,3.74155,98.2238
0.34328,3.74412,98.2202
0.352958,3.74663,98.2165
0.362649,3.7491,98.2129
0.372352,3.75152,98.2093
0.382066,3.75389,98.2056
0.391793,3.75622,98.202
0.401531,3.75849,98.1983
0.411281,3.76071,98.1947
0.421041,3.76289,98.1911
0.430812,3.76502,98.1874
0.440593,3.7671,98.1838
0.450385,3.76912,98.1801
0.460187,3.77111,98.1765
0.469999,3.77304,98.1729
0.47982,3.77492,98.1692
0.489651,3.77675,98.1656
0.49949,3.77854,98.1619
0.509339,3.78027,98.1583
0.519195,3.78196,98.1547
0.529061,3.78359,98.151
0.538934,3.78518,98.1474
0.548815,3.78672,98.1438
0.558703,3.78821,98.1401
0.5686,3.78964,98.1365
0.578503,3.79103,98.1328
0.588413,3.79237,98.1292
0.598329,3.79366,98.1256
0.608252,3.7949,98.1219
0.618181,3.79609,98.1183
0.628115,3.79724,98.1146
0.638056,3.79833,98.111
0.648001,3.79937,98.1074
0.657952,3.80036,98.1037
0.667907,3.8013,98.1001
0.677867,3.8022,98.0964
0.687832,3.80304,98.0928
0.6978,3.80383,98.0892
0.707772,3.80457,98.0855
0.717749,3.80527,98.0819
0.727728,3.80591,98.0782
0.73771,3.8065,98.0746
0.747695,3.80705,98.071
0.757683,3.80754,98.0673
0.767673,3.80798,98.0637
0.777666,3.80838,98.06
0.787659,3.80872,98.0564
0.797655,3.80902,98.0528
0.807652,3.80926,98.0491
0.81765,3.80945,98.0455
0.82765,3.8096,98.0418
0.837649,3.80969,98.0382
0.847649,3.80973,98.0346
0.857649,3.80973,98.0309
0.867649,3.80967,98.0273
0.877648,3.80956,98.0236
0.887647,3.80941,98.02
0.897645,3.8092,98.0164
0.907642,3.80895,98.0127
0.917637,3.80864,98.0091
0.927631,3.80828,98.0054
0.937622,3.80788,98.0018
0.947612,3.80742,97.9982
0.957599,3.80691,97.9945
0.967583,3.80636,97.9909
0.977565,3.80575,97.9872
0.987544,3.8051,97.9836
0.997518,3.80439,97.98
1.00749,3.80364,97.9763
1.01746,3.80283,97.9727
1.02742,3.80197,97.969
1.03738,3.80107,97.9654
1.04733,3.80011,97.9618
1.05728,3.79911,97.9581
1.06723,3.79806,97.9545
1.07717,3.79695,97.9509
1.0871,3.7958,97.9472
1.09703,3.79459,97.9436
1.10695,3.79334,97.9399
1.11686,3.79204,97.9363
1.12677,3.79069,97.9326
1.13667,3.78928,97.929
1.14657,3.78783,97.9254
1.15645,3.78633,97.9217
1.16633,3.78478,97.9181
1.1762,3.78318,97.9145
1.18607,3.78153,97.9108
1.19592,3.77984,97.9072
1.20577,3.77809,97.9035
1.21561,3.77629,97.8999
1.22543,3.77445,97.8963
1.23525,3.77255,97.8926
1.24506,3.77061,97.889
1.25486,3.76862,97.8853
1.26465,3.76657,97.8817
1.27443,3.76448,97.8781
1.2842,3.76234,97.8744
1.29395,3.76015,97.8708
1.3037,3.75792,97.8671
1.31344,3.75563,97.8635
1.32316,3.7533,97.8599
1.33287,3.75091,97.8562
1.34257,3.74848,97.8526
1.35226,3.746,97.8489
1.36193,3.74347,97.8453
1.3716,3.7409,97.8417
1.38125,3.73827,97.838
1.39088,3.7356,97.8344
1.4005,3.73288,97.8307
1.41011,3.73011,97.8271
1.41971,3.72729,97.8235
1.42929,3.72442,97.8198
1.43886,3.72151,97.8162
1.44841,3.71855,97.8125
1.45794,3.71554,97.8089
1.46746,3.71248,97.8053
1.47697,3.70938,97.8016
1.48646,3.70623,97.798
1.49594,3.70303,97.7943
1.50539,3.69978,97.7907
1.51484,3.69649,97.7871
1.52426,3.69315,97.7834
1.53367,3.68976,97.7798
1.54306,3.68632,97.7761
1.55244,3.68284,97.7725
1.56179,3.67931,97.7689
1.57113,3.67574,97.7652
1.58411,3.67071,97.7616
1.59344,3.66709,97.7579
1.60276,3.66347,97.7543
1.61208,3.65985,97.7507
1.62141,3.65624,97.747
1.63073,3.65262,97.7434
1.64005,3.649,97.7397
1.64937,3.64539,97.7361
1.6587,3.64177,97.7325
1.66802,3.63815,97.7288
